row_id	gene_id	GeneID	Chr	Length	Symbol	type_of_gene
1384	9957	25832	1	3689	NBPF14	protein-coding
1385	29299	729086	1	922	LOC729086	pseudo
1386	27511	645142	1	785	PPIAL4D	protein-coding
1387	34731	100288142	1	16019	LOC100288142	protein-coding
1388	21393	284565	1	4802	NBPF15	protein-coding
1389	29667	730262	1	785	PPIAL4E	protein-coding
1390	29251	728936	1	3831	NBPF16	protein-coding
1391	29255	728945	1	785	PPIAL4F	protein-coding
1392	26930	642691	1	1855	FLJ37786	unknown
1393	27518	645166	1	1559	LOC645166	pseudo
1394	10485	26863	1	164	RNVU1-18	snRNA
1395	23457	388692	1	12267	LOC388692	miscRNA
1396	27543	645262	1	839	LOC645262	protein-coding
1397	32190	100132417	1	1338	FCGR1C	pseudo
1398	NA.64	100507552	1	1143	NA	NA
1399	28367	653598	1	785	PPIAL4C	protein-coding
1400	26868	642441	1	855	LOC642441	protein-coding
1401	NA.65	100288037	1	372	NA	NA
1402	27396	644634	1	750	LOC644634	protein-coding
1403	25465	440689	1	2386	HIST2H2BF	protein-coding
1404	1806	2209	1	2176	FCGR1A	protein-coding
1405	28369	653604	1	411	HIST2H3D	protein-coding
1406	6696	8370	1	396	HIST2H4A	protein-coding
1407	18045	126961	1	507	HIST2H3C	protein-coding
1408	6663	8337	1	534	HIST2H2AA3	protein-coding
1409	NA.66	100132909	1	1178	NA	NA
1410	21967	337873	1	582	HIST2H2BC	pseudo
1411	28770	723790	1	534	HIST2H2AA4	protein-coding
1412	21964	333932	1	507	HIST2H3A	protein-coding
1413	26527	554313	1	396	HIST2H4B	protein-coding
1414	6675	8349	1	2223	HIST2H2BE	protein-coding
1415	6664	8338	1	437	HIST2H2AC	protein-coding
1416	21831	317772	1	448	HIST2H2AB	protein-coding
1417	11723	51027	1	857	BOLA1	protein-coding
1418	NA.67	100507640	1	613	NA	NA
1419	7924	9900	1	4416	SV2A	protein-coding
1420	8241	10262	1	1549	SF3B4	protein-coding
1421	8771	10903	1	3003	MTMR11	protein-coding
1422	13663	56957	1	6413	OTUD7B	protein-coding
1423	9092	11311	1	2817	VPS45	protein-coding
1424	11844	51177	1	1615	PLEKHO1	protein-coding
1425	15778	81611	1	3553	ANP32E	protein-coding
1426	9788	23632	1	1739	CA14	protein-coding
1427	11785	51107	1	2189	APH1A	protein-coding
1428	15028	79630	1	527	C1orf54	protein-coding
1429	19041	148523	1	1742	C1orf51	protein-coding
1430	12401	54460	1	939	MRPS21	protein-coding
1431	7287	9129	1	2463	PRPF3	protein-coding
1432	9485	23248	1	7819	RPRD2	protein-coding
1433	15431	80222	1	2380	TARS2	protein-coding
1434	1558	1893	1	2144	ECM1	protein-coding
1435	12436	54507	1	4300	ADAMTSL4	protein-coding
1436	37999	100422997	1	86	MIR4257	miscRNA
1437	3451	4170	1	4000	MCL1	protein-coding
1438	1659	2029	1	4145	ENSA	protein-coding
1439	12915	55204	1	3171	GOLPH3L	protein-coding
1440	16079	84072	1	1879	HORMAD1	protein-coding
1441	1261	1520	1	4100	CTSS	protein-coding
1442	1255	1513	1	1702	CTSK	protein-coding
1443	NA.68	100289153	1	698	NA	NA
1444	343	405	1	4824	ARNT	protein-coding
1445	7897	9869	1	4658	SETDB1	protein-coding
1446	11515	29956	1	2505	CERS2	protein-coding
1447	6730	8416	1	1824	ANXA9	protein-coding
1448	13308	55793	1	3099	FAM63A	protein-coding
1449	14177	58497	1	2977	PRUNE	protein-coding
1450	19088	149428	1	2412	BNIPL	protein-coding
1451	12719	54964	1	2053	C1orf56	protein-coding
1452	13598	56882	1	3183	CDC42SE1	protein-coding
1453	8823	10962	1	2158	MLLT11	protein-coding
1454	18025	126626	1	1953	GABPB2	protein-coding
1455	8444	10500	1	4024	SEMA6C	protein-coding
1456	15024	79626	1	1178	TNFAIP8L2	protein-coding
1457	23458	388695	1	2508	LYSMD1	protein-coding
1458	14756	79005	1	858	SCNM1	protein-coding
1459	11428	29765	1	1322	TMOD4	protein-coding
1460	5705	6944	1	1324	VPS72	protein-coding
1461	6712	8394	1	3807	PIP5K1A	protein-coding
1462	4667	5710	1	1332	PSMD4	protein-coding
1463	39325	100507670	1	982	LOC100507670	miscRNA
1464	14000	57592	1	4508	ZNF687	protein-coding
1465	4325	5298	1	3471	PI4KB	protein-coding
1466	4894	5993	1	3618	RFX5	protein-coding
1467	NA.69	100505481	1	439	NA	NA
1468	7182	8991	1	1705	SELENBP1	protein-coding
1469	NA.70	100505497	1	590	NA	NA
1470	4649	5692	1	925	PSMB4	protein-coding
1471	9379	23126	1	6626	POGZ	protein-coding
1472	NA.71	100505516	1	945	NA	NA
1473	13946	57530	1	5102	CGN	protein-coding
1474	6016	7286	1	3111	TUFT1	protein-coding
1475	28673	693139	1	96	MIR554	miscRNA
1476	15776	81609	1	7085	SNX27	protein-coding
1477	9015	11189	1	5850	CELF3	protein-coding
1478	21382	284485	1	455	RIIAD1	protein-coding
1479	14657	65005	1	1292	MRPL9	protein-coding
1480	12163	51686	1	1085	OAZ3	protein-coding
1481	8873	11022	1	3264	TDRKH	protein-coding
1482	22148	339398	1	2606	LINGO4	protein-coding
1483	4983	6097	1	3214	RORC	protein-coding
1484	33456	100191040	1	1713	C2CD4D	protein-coding
1485	32084	100132111	1	761	LOC100132111	miscRNA
1486	21383	284486	1	1146	THEM5	protein-coding
1487	NA.72	100505537	1	2451	NA	NA
1488	17609	117145	1	2206	THEM4	protein-coding
1489	5128	6281	1	1055	S100A10	protein-coding
1490	5129	6282	1	594	S100A11	protein-coding
1491	31704	100131107	1	1026	LOC100131107	protein-coding
1492	18026	126637	1	3603	TCHHL1	protein-coding
1493	5814	7062	1	6900	TCHH	protein-coding
1494	18027	126638	1	3569	RPTN	protein-coding
1495	23459	388697	1	9623	HRNR	protein-coding
1496	1897	2312	1	12747	FLG	protein-coding
1497	22149	339400	1	3000	FLG-AS1	miscRNA
1498	23460	388698	1	9122	FLG2	protein-coding
1499	11588	49860	1	1913	CRNN	protein-coding
1500	20687	254910	1	819	LCE5A	protein-coding
1501	12462	54544	1	695	CRCT1	protein-coding
1502	22764	353145	1	611	LCE3E	protein-coding
1503	16370	84648	1	610	LCE3D	protein-coding
1504	22763	353144	1	425	LCE3C	protein-coding
1505	22762	353143	1	288	LCE3B	protein-coding
1506	22761	353142	1	270	LCE3A	protein-coding
1507	22760	353141	1	609	LCE2D	protein-coding
1508	22759	353140	1	614	LCE2C	protein-coding
1509	10222	26239	1	612	LCE2B	protein-coding
1510	22758	353139	1	592	LCE2A	protein-coding
1511	20009	199834	1	388	LCE4A	protein-coding
1512	30896	100129271	1	908	C1orf68	protein-coding
1513	25970	448834	1	2523	KPRP	protein-coding
1514	22756	353137	1	357	LCE1F	protein-coding
1515	22755	353135	1	1180	LCE1E	protein-coding
1516	22754	353134	1	430	LCE1D	protein-coding
1517	22753	353133	1	695	LCE1C	protein-coding
1518	22752	353132	1	1139	LCE1B	protein-coding
1519	22751	353131	1	333	LCE1A	protein-coding
1520	25971	448835	1	642	LCE6A	protein-coding
1521	3462	4184	1	770	SMCP	protein-coding
1522	3083	3713	1	2135	IVL	protein-coding
1523	19661	163778	1	766	SPRR4	protein-coding
1524	5493	6698	1	648	SPRR1A	protein-coding
1525	5502	6707	1	986	SPRR3	protein-coding
1526	5494	6699	1	619	SPRR1B	protein-coding
1527	5498	6703	1	682	SPRR2D	protein-coding
1528	5495	6700	1	677	SPRR2A	protein-coding
1529	5496	6701	1	662	SPRR2B	protein-coding
1530	5499	6704	1	678	SPRR2E	protein-coding
1531	5500	6705	1	657	SPRR2F	protein-coding
1532	5497	6702	1	678	SPRR2C	pseudo
1533	5501	6706	1	650	SPRR2G	protein-coding
1534	19067	149018	1	523	LELP1	protein-coding
1535	3318	4014	1	1229	LOR	protein-coding
1536	17403	114771	1	1173	PGLYRP3	protein-coding
1537	13753	57115	1	1834	PGLYRP4	protein-coding
1538	5127	6280	1	577	S100A9	protein-coding
1539	5130	6283	1	466	S100A12	protein-coding
1540	5126	6279	1	408	S100A8	protein-coding
1541	22025	338324	1	4279	S100A7A	protein-coding
1542	27703	645922	1	480	S100A7L2	protein-coding
1543	5125	6278	1	439	S100A7	protein-coding
1544	NA.73	100505623	1	550	NA	NA
1545	5124	6277	1	683	S100A6	protein-coding
1546	5123	6276	1	710	S100A5	protein-coding
1547	5122	6275	1	564	S100A4	protein-coding
1548	5121	6274	1	738	S100A3	protein-coding
1549	5120	6273	1	963	S100A2	protein-coding
1550	18589	140576	1	1068	S100A16	protein-coding
1551	13863	57402	1	1043	S100A14	protein-coding
1552	5131	6284	1	1403	S100A13	protein-coding
1553	5118	6271	1	593	S100A1	protein-coding
1554	10144	26097	1	1293	CHTOP	protein-coding
1555	9729	23557	1	1035	SNAPIN	protein-coding
1556	2993	3608	1	1612	ILF2	protein-coding
1557	3982	4881	1	4185	NPR1	protein-coding
1558	14687	65123	1	4482	INTS3	protein-coding
1559	8854	11000	1	2413	SLC27A3	protein-coding
1560	22417	343052	1	2672	LOC343052	pseudo
1561	13887	57459	1	7478	GATAD2B	protein-coding
1562	7933	9909	1	5688	DENND4B	protein-coding
1563	20036	200186	1	2586	CRTC2	protein-coding
1564	10613	27173	1	2427	SLC39A1	protein-coding
1565	19031	148327	1	1747	CREB3L4	protein-coding
1566	8767	10899	1	1574	JTB	protein-coding
1567	4785	5872	1	1154	RAB13	protein-coding
1568	5087	6232	1	351	RPS27	protein-coding
1569	16930	91181	1	5884	NUP210L	protein-coding
1570	5916	7170	1	11179	TPM3	protein-coding
1571	30190	100126346	1	79	MIR190B	miscRNA
1572	23462	388701	1	387	C1orf189	protein-coding
1573	10013	25912	1	1898	C1orf43	protein-coding
1574	7922	9898	1	4457	UBAP2L	protein-coding
1575	8401	10456	1	1175	HAX1	protein-coding
1576	16766	89872	1	1791	AQP10	protein-coding
1577	13816	57198	1	6303	ATP8B2	protein-coding
1578	2962	3570	1	4176	IL6R	protein-coding
1579	18030	126669	1	6183	SHE	protein-coding
1580	18029	126668	1	2529	TDRD10	protein-coding
1581	13135	55585	1	3223	UBE2Q1	protein-coding
1582	955	1141	1	5719	CHRNB2	protein-coding
1583	86	103	1	7093	ADAR	protein-coding
1584	3142	3782	1	3228	KCNN3	protein-coding
1585	8574	10654	1	1299	PMVK	protein-coding
1586	13847	57326	1	3199	PBXIP1	protein-coding
1587	16889	90780	1	3180	PYGO2	protein-coding
1588	5287	6464	1	3717	SHC1	protein-coding
1589	973	1163	1	924	CKS1B	protein-coding
1590	38021	100423020	1	91	MIR4258	miscRNA
1591	15463	80308	1	3156	FLAD1	protein-coding
1592	13378	55891	1	649	LENEP	protein-coding
1593	11731	51043	1	3616	ZBTB7B	protein-coding
1594	18085	127579	1	2419	DCST2	protein-coding
1595	19073	149095	1	2279	DCST1	protein-coding
1596	38417	100505666	1	1798	LOC100505666	miscRNA
1597	7007	8751	1	2967	ADAM15	protein-coding
1598	1587	1945	1	1257	EFNA4	protein-coding
1599	1586	1944	1	1782	EFNA3	protein-coding
1600	1584	1942	1	1566	EFNA1	protein-coding
1601	13417	55974	1	1343	SLC50A1	protein-coding
1602	12370	54344	1	547	DPM3	protein-coding
1603	20035	200185	1	547	KRTCAP2	protein-coding
1604	15376	80128	1	3142	TRIM46	protein-coding
1605	3733	4582	1	1226	MUC1	protein-coding
1606	28766	693235	1	96	MIR92B	miscRNA
1607	5812	7059	1	3147	THBS3	protein-coding
1608	NA.74	100129268	1	1409	NA	NA
1609	3731	4580	1	1643	MTX1	protein-coding
1610	2167	2630	1	2036	GBAP1	pseudo
1611	2166	2629	1	2681	GBA	protein-coding
1612	8610	10712	1	3190	FAM189B	protein-coding
1613	8068	10067	1	1591	SCAMP3	protein-coding
1614	997	1196	1	2137	CLK2	protein-coding
1615	14048	57657	1	3717	HCN3	protein-coding
1616	4338	5313	1	3164	PKLR	protein-coding
1617	1819	2224	1	1647	FDPS	protein-coding
1618	21406	284618	1	1306	RUSC1-AS1	protein-coding
1619	9781	23623	1	4136	RUSC1	protein-coding
1620	13368	55870	1	11774	ASH1L	protein-coding
1621	28674	693140	1	96	MIR555	miscRNA
1622	27653	645682	1	1083	POU5F1P4	pseudo
1623	27651	645676	1	1964	ASH1L-AS1	miscRNA
1624	12872	55154	1	2440	MSTO1	protein-coding
1625	12955	55249	1	2806	YY1AP1	protein-coding
1626	6377	7818	1	1652	DAP3	protein-coding
1627	38443	100505728	1	488	LOC100505728	unknown
1628	30972	100129405	1	2524	MSTO2P	pseudo
1629	12623	54856	1	7853	GON4L	protein-coding
1630	9449	23208	1	5280	SYT11	protein-coding
1631	4917	6016	1	3425	RIT1	protein-coding
1632	9202	22889	1	2945	KIAA0907	protein-coding
1633	28544	677823	1	134	SNORA42	snoRNA
1634	28500	677771	1	129	SCARNA4	miscRNA
1635	22150	339403	1	1146	RXFP4	protein-coding
1636	7328	9181	1	4291	ARHGEF2	protein-coding
1637	5537	6746	1	1124	SSR2	protein-coding
1638	13606	56893	1	3507	UBQLN4	protein-coding
1639	11322	28956	1	681	LAMTOR2	protein-coding
1640	13751	57111	1	1085	RAB25	protein-coding
1641	17053	92312	1	6124	MEX3A	protein-coding
1642	3308	4000	1	3348	LMNA	protein-coding
1643	14438	64218	1	3453	SEMA4A	protein-coding
1644	7723	9673	1	3632	SLC25A44	protein-coding
1645	9054	11243	1	1082	PMF1	protein-coding
1646	518	632	1	534	BGLAP	protein-coding
1647	15290	79957	1	2117	PAQR6	protein-coding
1648	9588	23381	1	4563	SMG5	protein-coding
1649	16217	84283	1	2354	TMEM79	protein-coding
1650	17287	112770	1	1585	C1orf85	protein-coding
1651	23982	391104	1	1014	VHLL	protein-coding
1652	5945	7203	1	2096	CCT3	protein-coding
1653	NA.75	100505747	1	1283	NA	NA
1654	18116	128229	1	751	TSACC	protein-coding
1655	13764	57127	1	1913	RHBG	protein-coding
1656	8430	10485	1	879	C1orf61	protein-coding
1657	NA.76	100505765	1	1117	NA	NA
1658	25166	407046	1	89	MIR9-1	miscRNA
1659	3480	4209	1	5874	MEF2D	protein-coding
1660	18117	128239	1	6052	IQGAP3	protein-coding
1661	19670	164118	1	2005	TTC24	protein-coding
1662	18118	128240	1	1121	APOA1BP	protein-coding
1663	12631	54865	1	1967	GPATCH4	protein-coding
1664	14260	60484	1	1771	HAPLN2	protein-coding
1665	14305	63827	1	4046	BCAN	protein-coding
1666	8651	10763	1	5558	NES	protein-coding
1667	1140	1382	1	969	CRABP2	protein-coding
1668	15844	81875	1	2051	ISG20L2	protein-coding
1669	11771	51093	1	2269	RRNAD1	protein-coding
1670	15001	79590	1	927	MRPL24	protein-coding
1671	2555	3068	1	2798	HDGF	protein-coding
1672	4525	5546	1	2123	PRCC	protein-coding
1673	7219	9047	1	1845	SH2D2A	protein-coding
1674	4010	4914	1	2857	NTRK1	protein-coding
1675	3024	3645	1	4147	INSRR	protein-coding
1676	23008	375033	1	4866	PEAR1	protein-coding
1677	19095	149499	1	1971	LRRC71	protein-coding
1678	7859	9826	1	6889	ARHGEF11	protein-coding
1679	29798	768220	1	114	MIR765	miscRNA
1680	25466	440695	1	1977	ETV3L	protein-coding
1681	1730	2117	1	2930	ETV3	protein-coding
1682	22908	360155	1	310	CYCSP52	pseudo
1683	15864	83416	1	5390	FCRL5	protein-coding
1684	15865	83417	1	3459	FCRL4	protein-coding
1685	17487	115352	1	3019	FCRL3	protein-coding
1686	14927	79368	1	2589	FCRL2	protein-coding
1687	17486	115350	1	3161	FCRL1	protein-coding
1688	760	922	1	2237	CD5L	protein-coding
1689	12949	55243	1	3614	KIRREL	protein-coding
1690	38467	100505785	1	1237	KIRREL-IT1	unknown
1691	27804	646268	1	835	LOC646268	miscRNA
1692	751	912	1	3784	CD1D	protein-coding
1693	38475	100505799	1	2113	LOC100505799	miscRNA
1694	748	909	1	2096	CD1A	protein-coding
1695	750	911	1	2592	CD1C	protein-coding
1696	749	910	1	1396	CD1B	protein-coding
1697	752	913	1	2117	CD1E	protein-coding
1698	18126	128360	1	945	OR10T2	protein-coding
1699	23984	391107	1	939	OR10K2	protein-coding
1700	23985	391109	1	942	OR10K1	protein-coding
1701	22438	343406	1	1008	OR10R2	protein-coding
1702	23987	391112	1	978	OR6Y1	protein-coding
1703	18127	128366	1	954	OR6P1	protein-coding
1704	18128	128367	1	981	OR10X1	protein-coding
1705	18129	128368	1	942	OR10Z1	protein-coding
1706	5503	6708	1	8017	SPTA1	protein-coding
1707	15715	81448	1	975	OR6K2	protein-coding
1708	23988	391114	1	948	OR6K3	protein-coding
1709	18131	128371	1	1032	OR6K6	protein-coding
1710	18132	128372	1	939	OR6N1	protein-coding
1711	15714	81442	1	954	OR6N2	protein-coding
1712	3575	4332	1	1667	MNDA	protein-coding
1713	27827	646377	1	591	LOC646377	pseudo
1714	19100	149628	1	2083	PYHIN1	protein-coding
1715	2850	3428	1	2734	IFI16	protein-coding
1716	7539	9447	1	1484	AIM2	protein-coding
1717	14143	57863	1	3698	CADM3	protein-coding
1718	31971	100131825	1	3276	LOC100131825	miscRNA
1719	2090	2532	1	1351	DARC	protein-coding
1720	1802	2205	1	1165	FCER1A	protein-coding
1721	25731	441911	1	990	OR10J3	protein-coding
1722	10288	26476	1	1089	OR10J1	protein-coding
1723	18072	127385	1	930	OR10J5	protein-coding
1724	273	325	1	931	APCS	protein-coding
1725	1158	1401	1	2015	CRP	protein-coding
1726	12692	54935	1	685	DUSP23	protein-coding
1727	22440	343413	1	1943	FCRL6	protein-coding
1728	13590	56833	1	3300	SLAMF8	protein-coding
1729	21418	284677	1	2501	C1orf204	protein-coding
1730	23994	391123	1	1818	VSIG8	protein-coding
1731	9920	25790	1	1795	CCDC19	protein-coding
1732	6724	8407	1	1360	TAGLN2	protein-coding
1733	13963	57549	1	4044	IGSF9	protein-coding
1734	16774	89886	1	1156	SLAMF9	protein-coding
1735	38402	100505633	1	1138	LOC100505633	miscRNA
1736	17127	93183	1	4322	PIGM	protein-coding
1737	3128	3766	1	5306	KCNJ10	protein-coding
1738	3127	3765	1	3029	KCNJ9	protein-coding
1739	17128	93185	1	2272	IGSF8	protein-coding
1740	402	477	1	5464	ATP1A2	protein-coding
1741	405	480	1	3955	ATP1A4	protein-coding
1742	702	844	1	1958	CASQ1	protein-coding
1743	6951	8682	1	2469	PEA15	protein-coding
1744	11632	50717	1	4690	DCAF8	protein-coding
1745	NA.77	100505686	1	2430	NA	NA
1746	34438	100287049	1	451	LOC100287049	unknown
1747	NA.78	100505665	1	928	NA	NA
1748	4758	5824	1	3669	PEX19	protein-coding
1749	1085	1314	1	5666	COPA	protein-coding
1750	26160	474338	1	1210	SUMO1P3	pseudo
1751	9592	23385	1	2935	NCSTN	protein-coding
1752	3921	4807	1	2559	NHLH1	protein-coding
1753	13825	57216	1	5352	VANGL2	protein-coding
1754	17439	114836	1	2746	SLAMF6	protein-coding
1755	7074	8832	1	8279	CD84	protein-coding
1756	5319	6504	1	2001	SLAMF1	protein-coding
1757	799	962	1	1070	CD48	protein-coding
1758	14133	57823	1	2657	SLAMF7	protein-coding
1759	3356	4063	1	3366	LY9	protein-coding
1760	12194	51744	1	2525	CD244	protein-coding
1761	13144	55600	1	1182	ITLN1	protein-coding
1762	18713	142683	1	1150	ITLN2	protein-coding
1763	11658	50848	1	4830	F11R	protein-coding
1764	31734	100131187	1	673	TSTD1	protein-coding
1765	6105	7391	1	1797	USF1	protein-coding
1766	20806	257106	1	4425	ARHGAP30	protein-coding
1767	15774	81607	1	3502	PVRL4	protein-coding
1768	18039	126823	1	1368	KLHDC9	protein-coding
1769	4244	5202	1	642	PFDN2	protein-coding
1770	3930	4817	1	3196	NIT1	protein-coding
1771	7337	9191	1	2438	DEDD	protein-coding
1772	12062	51506	1	1122	UFC1	protein-coding
1773	10518	27005	1	2354	USP21	protein-coding
1774	4482	5498	1	1768	PPOX	protein-coding
1775	6967	8703	1	1949	B4GALT3	protein-coding
1776	7586	9507	1	4332	ADAMTS4	protein-coding
1777	3859	4720	1	2276	NDUFS2	protein-coding
1778	1804	2207	1	591	FCER1G	protein-coding
1779	284	336	1	473	APOA2	protein-coding
1780	16118	84134	1	2679	TOMM40L	protein-coding
1781	7988	9970	1	1408	NR1I3	protein-coding
1782	28465	654790	1	1424	PCP4L1	protein-coding
1783	3594	4359	1	1955	MPZ	protein-coding
1784	5223	6391	1	2858	SDHC	protein-coding
1785	20811	257177	1	774	C1orf192	protein-coding
1786	NA.79	100505703	1	1413	NA	NA
1787	1808	2212	1	2429	FCGR2A	protein-coding
1788	2757	3310	1	2652	HSPA6	protein-coding
1789	1810	2214	1	2403	FCGR3A	protein-coding
1790	7266	9103	1	1510	FCGR2C	protein-coding
1791	2758	3311	1	2493	HSPA7	pseudo
1792	1811	2215	1	2295	FCGR3B	protein-coding
1793	1809	2213	1	2161	FCGR2B	protein-coding
1794	26776	641311	1	1558	RPL31P11	pseudo
1795	16468	84824	1	2363	FCRLA	protein-coding
1796	18105	127943	1	1768	FCRLB	protein-coding
1797	9073	11266	1	1249	DUSP12	protein-coding
1798	9233	22926	1	2488	ATF6	protein-coding
1799	10007	25903	1	3160	OLFML2B	protein-coding
1800	7766	9722	1	6885	NOS1AP	protein-coding
1801	28675	693141	1	95	MIR556	miscRNA
1802	21419	284680	1	1173	C1orf111	protein-coding
1803	24511	400793	1	4252	C1orf226	protein-coding
1804	17615	117157	1	2535	SH2D1B	protein-coding
1805	18104	127933	1	8658	UHMK1	protein-coding
1806	5475	6675	1	2327	UAP1	protein-coding
1807	4016	4921	1	3252	DDR2	protein-coding
1808	12048	51478	1	1519	HSD17B7	protein-coding
1809	22167	339512	1	1552	C1orf110	protein-coding
1810	NA.80	100287509	1	243	NA	NA
1811	4900	5999	1	3978	RGS4	protein-coding
1812	6786	8490	1	5927	RGS5	protein-coding
1813	NA.81	100505773	1	835	NA	NA
1814	15896	83540	1	1989	NUF2	protein-coding
1815	4145	5087	1	6683	PBX1	protein-coding
1816	38471	100505795	1	1963	LOC100505795	miscRNA
1817	3314	4009	1	3717	LMX1A	protein-coding
1818	NA.82	100505805	1	756	NA	NA
1819	5109	6258	1	2469	RXRG	protein-coding
1820	24512	400794	1	1752	LOC400794	miscRNA
1821	25467	440699	1	1122	LRRC52	protein-coding
1822	3520	4259	1	663	MGST3	protein-coding
1823	38485	100505828	1	2785	LOC100505828	miscRNA
1824	190	223	1	2500	ALDH9A1	protein-coding
1825	12430	54499	1	4446	TMCO1	protein-coding
1826	32597	100147773	1	2581	LOC100147773	unknown
1827	6089	7371	1	1250	UCK2	protein-coding
1828	19081	149297	1	1481	FAM78B	protein-coding
1829	30193	100126349	1	56	MIR921	miscRNA
1830	17532	116123	1	1364	FMO9P	pseudo
1831	14039	57645	1	3852	POGK	protein-coding
1832	17607	117143	1	2249	TADA1	protein-coding
1833	NA.83	100505860	1	1169	NA	NA
1834	23278	387597	1	2572	ILDR2	protein-coding
1835	16558	84944	1	1731	MAEL	protein-coding
1836	8204	10223	1	2793	GPA33	protein-coding
1837	17040	92235	1	4034	DUSP27	protein-coding
1838	4445	5451	1	2689	POU2F1	protein-coding
1839	757	919	1	1681	CD247	protein-coding
1840	7048	8804	1	2026	CREG1	protein-coding
1841	17041	92241	1	2991	RCSD1	protein-coding
1842	30672	100128751	1	2251	LOC100128751	unknown
1843	7196	9019	1	5010	MPZL1	protein-coding
1844	13323	55811	1	5421	ADCY10	protein-coding
1845	9986	25874	1	1038	MPC2	protein-coding
1846	13335	55827	1	3293	DCAF6	protein-coding
1847	35577	100313835	1	67	MIR1255B2	miscRNA
1848	35684	100329108	1	1135	GCSHP5	pseudo
1849	9630	23432	1	2676	GPR161	protein-coding
1850	20885	261726	1	3220	TIPRL	protein-coding
1851	23009	375035	1	856	SFT2D2	protein-coding
1852	16471	84832	1	1866	ANKRD36BP1	pseudo
1853	NA.84	100505900	1	1430	NA	NA
1854	7259	9095	1	2822	TBX19	protein-coding
1855	28676	693142	1	98	MIR557	miscRNA
1856	38526	100505918	1	2092	LOC100505918	miscRNA
1857	5618	6846	1	565	XCL2	protein-coding
1858	5211	6375	1	1222	XCL1	protein-coding
1859	1481	1805	1	1728	DPT	protein-coding
1860	14825	79100	1	955	LINC00626	miscRNA
1861	406	481	1	2200	ATP1B1	protein-coding
1862	11486	29922	1	1623	NME7	protein-coding
1863	6841	8548	1	2318	BLZF1	protein-coding
1864	14131	57821	1	1866	CCDC181	protein-coding
1865	8491	10560	1	3638	SLC19A2	protein-coding
1866	1758	2153	1	9179	F5	protein-coding
1867	5234	6403	1	3172	SELP	protein-coding
1868	5233	6402	1	2495	SELL	protein-coding
1869	5232	6401	1	3875	SELE	protein-coding
1870	17056	92342	1	1445	METTL18	protein-coding
1871	13253	55732	1	3363	C1orf112	protein-coding
1872	13778	57147	1	3477	SCYL3	protein-coding
1873	9229	22920	1	2997	KIFAP3	protein-coding
1874	19080	149281	1	938	METTL11B	protein-coding
1875	37842	100422839	1	85	MIR3119-1	miscRNA
1876	38011	100423010	1	85	MIR3119-2	miscRNA
1877	21421	284688	1	1725	LOC284688	miscRNA
1878	17057	92344	1	3531	GORAB	protein-coding
1879	4407	5396	1	4071	PRRX1	protein-coding
1880	30290	100127910	1	2247	LOC100127910	unknown
1881	15379	80133	1	3697	MROH9	protein-coding
1882	27957	646804	1	663	LOC646804	pseudo
1883	1911	2328	1	2087	FMO3	protein-coding
1884	35247	100302178	1	79	MIR1295A	miscRNA
1885	23464	388714	1	2125	FMO6P	pseudo
1886	1910	2327	1	5181	FMO2	protein-coding
1887	1909	2326	1	2126	FMO1	protein-coding
1888	1912	2329	1	2139	FMO4	protein-coding
1889	5898	7151	1	2431	TOP1P1	pseudo
1890	9456	23215	1	10384	PRRC2C	protein-coding
1891	3796	4653	1	2045	MYOC	protein-coding
1892	6945	8674	1	5155	VAMP4	protein-coding
1893	12118	51603	1	3407	METTL13	protein-coding
1894	10112	26052	1	7644	DNM3	protein-coding
1895	25118	406996	1	110	MIR214	miscRNA
1896	37885	100422882	1	81	MIR3120	miscRNA
1897	25099	406977	1	110	MIR199A2	miscRNA
1898	38557	100505991	1	1650	LOC100505991	miscRNA
1899	17059	92346	1	985	C1orf105	protein-coding
1900	4306	5279	1	1500	PIGC	protein-coding
1901	12022	51430	1	5655	SUCO	protein-coding
1902	301	356	1	1860	FASLG	protein-coding
1903	7186	8995	1	748	TNFSF18	protein-coding
1904	6022	7292	1	3493	TNFSF4	protein-coding
1905	38576	100506023	1	5619	LOC100506023	miscRNA
1906	27973	646870	1	1369	LOC646870	pseudo
1907	7655	9588	1	1670	PRDX6	protein-coding
1908	21387	284525	1	4427	SLC9C2	protein-coding
1909	22151	339416	1	2671	ANKRD45	protein-coding
1910	10659	27252	1	3464	KLHL20	protein-coding
1911	16987	91687	1	2787	CENPL	protein-coding
1912	12874	55157	1	3348	DARS2	protein-coding
1913	38586	100506046	1	855	GAS5-AS1	miscRNA
1914	14290	60674	1	632	GAS5	miscRNA
1915	10404	26769	1	43	SNORD81	snoRNA
1916	10436	26802	1	77	SNORD47	snoRNA
1917	10409	26774	1	71	SNORD80	snoRNA
1918	10405	26770	1	81	SNORD79	snoRNA
1919	28615	692198	1	54	SNORD78	snoRNA
1920	10439	26806	1	61	SNORD44	snoRNA
1921	28614	692197	1	61	SNORD77	snoRNA
1922	28613	692196	1	81	SNORD76	snoRNA
1923	28612	692195	1	60	SNORD75	snoRNA
1924	26745	619498	1	72	SNORD74	snoRNA
1925	16346	84614	1	2377	ZBTB37	protein-coding
1926	388	462	1	1599	SERPINC1	protein-coding
1927	19068	149041	1	10996	RC3H1	protein-coding
1928	7934	9910	1	3310	RABGAP1L	protein-coding
1929	7411	9293	1	1472	GPR52	protein-coding
